"","election_date","state","county_name","jurisdiction","jurisdiction_type","precinct_id","precinct_name","polling_place_id","location_type","name","address","notes","source","source_date","source_notes","location_category"
"5042","2020-11-03","PA","LEHIGH","LEHIGH","county","021202-1","BETHLEHEM 12TH WARD 2ND DIST",NA,"election_day","D.A.R. HOUSE, ROSE GARDEN","08TH AVE, BETHLEHEM, PA 18018","021202","ORR","2020-11-02",NA,"FIRE DEPT"
"5043","2020-11-03","PA","LEHIGH","LEHIGH","county","021301-1","BETHLEHEM 13TH WARD 1ST DIST",NA,"election_day","ROSEMONT LUTHERAN CHURCH","1705 W BROAD ST, BETHLEHEM, PA 18018","021301","ORR","2020-11-02",NA,"LIBRARY"
"5044","2020-11-03","PA","LEHIGH","LEHIGH","county","021302-1","BETHLEHEM 13TH WARD 2ND DIST",NA,"election_day","BETHANY UNITED CHURCH OF CHRIST","600 W MARKET ST, BETHLEHEM, PA 18018","021302","ORR","2020-11-02",NA,"RELIGIOUS"
"5045","2020-11-03","PA","LEHIGH","LEHIGH","county","021303-1","BETHLEHEM 13TH WARD 3RD DIST",NA,"election_day","NITSCHMANN MIDDLE SCHOOL","1002 W UNION BLVD, BETHLEHEM, PA 18018","021303","ORR","2020-11-02",NA,"RELIGIOUS"
"5046","2020-11-03","PA","LEHIGH","LEHIGH","county","021304-1","BETHLEHEM 13TH WARD 4TH DIST",NA,"election_day","CROSSPOINT","1414 PENNSYLVANIA AVE, BETHLEHEM, PA 18018","021304","ORR","2020-11-02",NA,"RELIGIOUS"
"5047","2020-11-03","PA","LEHIGH","LEHIGH","county","021305-1","BETHLEHEM 13TH WARD 5TH DIST",NA,"election_day","ROSEMONT LUTHERAN CHURCH","1705 W BROAD ST, BETHLEHEM, PA 18018","021305","ORR","2020-11-02",NA,"OTHER"
"5048","2020-11-03","PA","LEHIGH","LEHIGH","county","021306-1","BETHLEHEM 13TH WARD 6TH DIST",NA,"election_day","NOTRE DAME OF BETHLEHEM CHURCH","1861 CATASAUQUA RD, BETHLEHEM, PA 18018","021306","ORR","2020-11-02",NA,"SCHOOL"
"5049","2020-11-03","PA","LEHIGH","LEHIGH","county","021307-1","BETHLEHEM 13TH WARD 7TH DIST",NA,"election_day","NOTRE DAME OF BETHLEHEM CHURCH","1861 CATASAUQUA RD, BETHLEHEM, PA 18018","021307","ORR","2020-11-02",NA,"RELIGIOUS"
"5050","2020-11-03","PA","LEHIGH","LEHIGH","county","021308-1","BETHLEHEM 13TH WARD 8TH DIST",NA,"election_day","NITSCHMANN MIDDLE SCHOOL","1002 W UNION BLVD, BETHLEHEM, PA 18018","021308","ORR","2020-11-02",NA,"SCHOOL"
"5051","2020-11-03","PA","LEHIGH","LEHIGH","county","030101-1","ALBURTIS",NA,"election_day","ALBURTIS RECREATION HALL","200 W 02ND ST, ALBURTIS, PA 18011","030101","ORR","2020-11-02",NA,"OTHER"
"5052","2020-11-03","PA","LEHIGH","LEHIGH","county","040101-1","CATASAUQUA 1ST DIST",NA,"election_day","SALEM UNITED CHURCH OF CHRIST","615 03RD ST, CATASAUQUA, PA 18032","040101","ORR","2020-11-02",NA,"OTHER"
"5053","2020-11-03","PA","LEHIGH","LEHIGH","county","040102-1","CATASAUQUA 2ND DIST",NA,"election_day","AMERICAN LEGION POST 215 - BANQUET HALL","330 02ND ST, CATASAUQUA, PA 18032","040102","ORR","2020-11-02",NA,"OTHER"
"5054","2020-11-03","PA","LEHIGH","LEHIGH","county","040103-1","CATASAUQUA 3RD DIST",NA,"election_day","HOLY TRINITY MEM LUTHERAN CHURCH","604 04TH ST, CATASAUQUA, PA 18032","040103","ORR","2020-11-02",NA,"OTHER"
"5055","2020-11-03","PA","LEHIGH","LEHIGH","county","050101-1","COOPERSBURG",NA,"election_day","BOROUGH HALL","5 MAIN ST, COOPERSBURG, PA 18036","050101","ORR","2020-11-02",NA,"RELIGIOUS"
"5056","2020-11-03","PA","LEHIGH","LEHIGH","county","060101-1","COPLAY 1ST DISTRICT",NA,"election_day","ST JOHN LUTHERAN CHURCH","18 S 03RD ST, COPLAY, PA 18037","060101","ORR","2020-11-02",NA,"SCHOOL"
"5057","2020-11-03","PA","LEHIGH","LEHIGH","county","060102-1","COPLAY 2ND DISTRICT",NA,"election_day","COMMITMENT TO FAMILY & COMMUNITY","165 CHERRY ST, COPLAY, PA 18037","060102","ORR","2020-11-02",NA,"RELIGIOUS"
"5058","2020-11-03","PA","LEHIGH","LEHIGH","county","070101-1","EMMAUS 1ST DISTRICT",NA,"election_day","MORAVIAN CHURCH","146 MAIN ST, EMMAUS, PA 18049","070101","ORR","2020-11-02",NA,"SCHOOL"
"5059","2020-11-03","PA","LEHIGH","LEHIGH","county","070102-1","EMMAUS 2ND DISTRICT",NA,"election_day","ST JOHNS UNITED CHURCH OF CHRIST","139 N 4TH ST, EMMAUS, PA 18049","070102","ORR","2020-11-02",NA,"SCHOOL"
"5060","2020-11-03","PA","LEHIGH","LEHIGH","county","070103-1","EMMAUS 3RD DISTRICT",NA,"election_day","ST JOHN'S UNITED CHURCH OF CHRIST","139 N 04TH ST, EMMAUS, PA 18049","070103","ORR","2020-11-02",NA,"RELIGIOUS"
"5061","2020-11-03","PA","LEHIGH","LEHIGH","county","070104-1","EMMAUS 4TH DISTRICT",NA,"election_day","BETHEL BIBLE FELLOWSHIP CHURCH","418 ELM ST, EMMAUS, PA 18049","070104","ORR","2020-11-02",NA,"RELIGIOUS"
"5062","2020-11-03","PA","LEHIGH","LEHIGH","county","070105-1","EMMAUS 5TH DISTRICT",NA,"election_day","FAITH PRESBYTERIAN CHURCH","3002 N 2ND ST, EMMAUS, PA 18049","070105","ORR","2020-11-02",NA,"SCHOOL"
"5063","2020-11-03","PA","LEHIGH","LEHIGH","county","070106-1","EMMAUS 6TH DISTRICT",NA,"election_day","BETHEL BIBLE FELLOWSHIP CHURCH","418 ELM ST, EMMAUS, PA 18049","070106","ORR","2020-11-02",NA,"SCHOOL"
"5064","2020-11-03","PA","LEHIGH","LEHIGH","county","080101-1","FOUNTAIN HILL 1ST DIST",NA,"election_day","EPIC CHURCH","1205 BROADWAY, BETHLEHEM, PA 18015","080101","ORR","2020-11-02",NA,"SCHOOL"
"5065","2020-11-03","PA","LEHIGH","LEHIGH","county","080102-1","FOUNTAIN HILL 2ND DIST",NA,"election_day","FOUNTAIN HILL VOLUNTEER FIRE COMPANY","950 CHEROKEE ST, BETHLEHEM, PA 18015","080102","ORR","2020-11-02",NA,"SCHOOL"
"5066","2020-11-03","PA","LEHIGH","LEHIGH","county","080103-1","FOUNTAIN HILL 3RD DIST",NA,"election_day","FOUNTAIN HILL VOLUNTEER FIRE COMPANY","950 CHEROKEE ST, BETHLEHEM, PA 18015","080103","ORR","2020-11-02",NA,"RELIGIOUS"
"5067","2020-11-03","PA","LEHIGH","LEHIGH","county","090101-1","MACUNGIE",NA,"election_day","MACUNGIE MEMORIAL PARK HALL","POPLAR ST, MACUNGIE, PA 18062","090101","ORR","2020-11-02",NA,"RELIGIOUS"
"5068","2020-11-03","PA","LEHIGH","LEHIGH","county","100101-1","SLATINGTON 1ST DIST",NA,"election_day","ALLEN O DELKE AMERICAN LEGION POST 16","510 MAIN ST, SLATINGTON, PA 18080","100101","ORR","2020-11-02",NA,"FIRE DEPT"
"5069","2020-11-03","PA","LEHIGH","LEHIGH","county","100102-1","SLATINGTON 2ND DIST",NA,"election_day","ASSUMPTION CATHOLIC CHURCH","649 W WASHINGTON ST, SLATINGTON, PA 18080","100102","ORR","2020-11-02",NA,"FIRE DEPT"
"5070","2020-11-03","PA","LEHIGH","LEHIGH","county","100103-1","SLATINGTON 3RD DIST",NA,"election_day","VIGILANT FIRE CO. #2","110 S WALNUT ST, SLATINGTON, PA 18080","100103","ORR","2020-11-02",NA,"FIRE DEPT"
"5071","2020-11-03","PA","LEHIGH","LEHIGH","county","110101-1","HANOVER",NA,"election_day","HAN - LE CO VOLUNTEER FIRE & RESCUE","1001 POSTAL RD, ALLENTOWN, PA 18109","110101","ORR","2020-11-02",NA,"GOV BLDG"
"5072","2020-11-03","PA","LEHIGH","LEHIGH","county","120101-1","HEIDELBERG",NA,"election_day","GERMANSVILLE MEMORIAL HALL","6011 MEMORIAL RD, GERMANSVILLE, PA 18053","120101","ORR","2020-11-02",NA,"GOV BLDG"
"5073","2020-11-03","PA","LEHIGH","LEHIGH","county","130101-1","LOWER MACUNGIE 1ST DISTRICT",NA,"election_day","WESCOSVILLE RECREATION CENTER","5047 HAMILTON BLVD, ALLENTOWN, PA 18106","130101","ORR","2020-11-02",NA,"GOV BLDG"
"5074","2020-11-03","PA","LEHIGH","LEHIGH","county","130102-1","LOWER MACUNGIE 2ND DISTRICT",NA,"election_day","BETHANY UNITED METHODIST CHURCH","1208 BROOKSIDE RD, ALLENTOWN, PA 18106","130102","ORR","2020-11-02",NA,"GOV BLDG"
"5075","2020-11-03","PA","LEHIGH","LEHIGH","county","130103-1","LOWER MACUNGIE 3RD DISTRICT",NA,"election_day","CLUBHOUSE, FAIRWAYS AT BROOKSIDE","WHITEMARSH PLACE, MACUNGIE, PA 18062","130103","ORR","2020-11-02",NA,"GOV BLDG"
"5076","2020-11-03","PA","LEHIGH","LEHIGH","county","130104-1","LOWER MACUNGIE 4TH DISTRICT",NA,"election_day","ST ANNE'S EPISCOPAL CHURCH","6667 LOWER MACUNGIE RD, TREXLERTOWN, PA 18087","130104","ORR","2020-11-02",NA,"GOV BLDG"
"5077","2020-11-03","PA","LEHIGH","LEHIGH","county","130105-1","LOWER MACUNGIE 5TH DISTRICT",NA,"election_day","LOWER MACUNGIE COMMUNITY CENTER","3400 BROOKSIDE RD, MACUNGIE, PA 18062","130105","ORR","2020-11-02",NA,"RELIGIOUS"
"5078","2020-11-03","PA","LEHIGH","LEHIGH","county","130106-1","LOWER MACUNGIE 6TH DISTRICT",NA,"election_day","CHURCH OF THE GOOD SHEPHERD","135 QUARRY RD, ALBURTIS, PA 18011","130106","ORR","2020-11-02",NA,"PUB CENTER"
"5079","2020-11-03","PA","LEHIGH","LEHIGH","county","130107-1","LOWER MACUNGIE 7TH DISTRICT",NA,"election_day","CONCORDIA LUTHERAN CHURCH","2623 BROOKSIDE RD, MACUNGIE, PA 18062","130107","ORR","2020-11-02",NA,"FIRE DEPT"
"5080","2020-11-03","PA","LEHIGH","LEHIGH","county","130108-1","LOWER MACUNGIE 8TH DISTRICT",NA,"election_day","BETHANY UNITED METHODIST CHURCH","3801 BROOKSIDE RD, MACUNGIE, PA 18062","130108","ORR","2020-11-02",NA,"GOV BLDG"
"5081","2020-11-03","PA","LEHIGH","LEHIGH","county","130109-1","LOWER MACUNGIE 9TH DISTRICT",NA,"election_day","PENN'S WEST CONDOMINIUMS CLUBHOUSE","6701 PIONEER DR, MACUNGIE, PA 18062","130109","ORR","2020-11-02",NA,"FIRE DEPT"
"5082","2020-11-03","PA","LEHIGH","LEHIGH","county","130110-1","LOWER MACUNGIE 10TH DISTRICT",NA,"election_day","CHURCH OF THE GOOD SHEPHERD","135 QUARRY RD, ALBURTIS, PA 18011","130110","ORR","2020-11-02",NA,"RELIGIOUS"
"5083","2020-11-03","PA","LEHIGH","LEHIGH","county","140101-1","LOWER MILFORD",NA,"election_day","LOWER MILFORD VOLUNTEER FIRE CO #1","1601 LIMEPORT PIKE, LIMEPORT, PA 18060","140101","ORR","2020-11-02",NA,"GOV BLDG"
"5084","2020-11-03","PA","LEHIGH","LEHIGH","county","150101-1","LOWHILL",NA,"election_day","LOWHILL TOWNSHIP BLDG","7000 HERBER RD, NEW TRIPOLI, PA 18066","150101","ORR","2020-11-02",NA,"GOV BLDG"
"5085","2020-11-03","PA","LEHIGH","LEHIGH","county","160101-1","LYNN NEW TRIPOLI DISTRICT",NA,"election_day","NEW TRIPOLI FIRE HALL","7242 DECATUR ST, NEW TRIPOLI, PA 18066","160101","ORR","2020-11-02",NA,"FIRE DEPT"
"5086","2020-11-03","PA","LEHIGH","LEHIGH","county","160102-1","LYNN LYNNVILLE DISTRICT",NA,"election_day","ST PETER'S UNION CHURCH","5129 SCHOCHARY RD, LYNNVILLE, PA 18066","160102","ORR","2020-11-02",NA,"FIRE DEPT"
"5087","2020-11-03","PA","LEHIGH","LEHIGH","county","160103-1","LYNN JACKSONVILLE DISTRICT",NA,"election_day","LYNNPORT FIRE HALL","7164 BEHLER RD, NEW TRIPOLI, PA 18066","160103","ORR","2020-11-02",NA,"RELIGIOUS"
"5088","2020-11-03","PA","LEHIGH","LEHIGH","county","170101-1","NORTH WHITEHALL 1ST DISTRICT",NA,"election_day","SCHNECKSVILLE FIRE CO","4550 OLD PACKHOUSE RD, SCHNECKSVILLE, PA 18078","170101","ORR","2020-11-02",NA,"RELIGIOUS"
"5089","2020-11-03","PA","LEHIGH","LEHIGH","county","170102-1","NORTH WHITEHALL 2ND DISTRICT",NA,"election_day","SCHNECKSVILLE FIRE CO.","4550 OLD PACKHOUSE RD, SCHNECKSVILLE, PA 18078","170102","ORR","2020-11-02",NA,"RELIGIOUS"
"5090","2020-11-03","PA","LEHIGH","LEHIGH","county","170103-1","NORTH WHITEHALL 3RD DISTRICT",NA,"election_day","NORTHERN VALLEY EMERGENCY SERVICE","2375 LEVANS RD, COPLAY, PA 18037","170103","ORR","2020-11-02",NA,"RELIGIOUS"
"5091","2020-11-03","PA","LEHIGH","LEHIGH","county","170104-1","NORTH WHITEHALL 4TH DISTRICT",NA,"election_day","LAURYS STATION VOL FIRE CO #1","5314 EGYPT RD, LAURYS STATION, PA 18059","170104","ORR","2020-11-02",NA,"RELIGIOUS"
"5092","2020-11-03","PA","LEHIGH","LEHIGH","county","170105-1","NORTH WHITEHALL 5TH DISTRICT",NA,"election_day","LAURYS STATION VOL FIRE CO #1","5314 EGYPT RD, LAURYS STATION, PA 18059","170105","ORR","2020-11-02",NA,"GOV BLDG"
"5093","2020-11-03","PA","LEHIGH","LEHIGH","county","170106-1","NORTH WHITEHALL 6TH DISTRICT",NA,"election_day","NORTHERN VALLEY EMERGENCY SERVICE","2375 LEVANS RD, COPLAY, PA 18036","170106","ORR","2020-11-02",NA,"FIRE DEPT"
"5094","2020-11-03","PA","LEHIGH","LEHIGH","county","180101-1","SALISBURY 1ST WARD",NA,"election_day","JERUSALEM LUTHERAN CHURCH","1707 CHURCH RD, ALLENTOWN, PA 18103","180101","ORR","2020-11-02",NA,"GOV BLDG"
"5095","2020-11-03","PA","LEHIGH","LEHIGH","county","180201-1","SALISBURY 2ND WARD",NA,"election_day","EAST SALISBURY FIRE, AMBULANCE & RESCUE CO","1000 E EMMAUS AVE, ALLENTOWN, PA 18103","180201","ORR","2020-11-02",NA,"RELIGIOUS"
"5096","2020-11-03","PA","LEHIGH","LEHIGH","county","180301-1","SALISBURY 3RD WARD 1ST DIST",NA,"election_day","SALISBURY MIDDLE SCHOOL","2319 S CEDAR CREST BLVD, ALLENTOWN, PA 18103","180301","ORR","2020-11-02",NA,"OTHER"
"5097","2020-11-03","PA","LEHIGH","LEHIGH","county","180302-1","SALISBURY 3RD WARD 2ND DIST",NA,"election_day","SALISBURY ADMINISTRATION BLDG","2900 S PIKE AVE, ALLENTOWN, PA 18103","180302","ORR","2020-11-02",NA,"RELIGIOUS"
"5098","2020-11-03","PA","LEHIGH","LEHIGH","county","180401-1","SALISBURY 4TH WARD 1ST DIST",NA,"election_day","SALISBURY MIDDLE SCHOOL","3301 DEVONSHIRE RD, ALLENTOWN, PA 18103","180401","ORR","2020-11-02",NA,"GOV BLDG"
"5099","2020-11-03","PA","LEHIGH","LEHIGH","county","180402-1","SALISBURY 4TH WARD 2ND DIST",NA,"election_day","CEDAR CREST BIBLE FELLOWSHIP CHURCH","1151 CEDAR CREST BLVD, ALLENTOWN, PA 18103","180402","ORR","2020-11-02",NA,"RELIGIOUS"
"5100","2020-11-03","PA","LEHIGH","LEHIGH","county","180501-1","SALISBURY 5TH WARD 1ST DIST",NA,"election_day","HORIZON CHURCH","2613 W SOUTH ST, ALLENTOWN, PA 18104","180501","ORR","2020-11-02",NA,"RELIGIOUS"
"5101","2020-11-03","PA","LEHIGH","LEHIGH","county","180502-1","SALISBURY 5TH WARD 2ND DIST",NA,"election_day","ST TIMOTHY'S EVAN LUTHERAN CHURCH","140 S OTT ST, ALLENTOWN, PA 18104","180502","ORR","2020-11-02",NA,"RELIGIOUS"
"5102","2020-11-03","PA","LEHIGH","LEHIGH","county","190101-1","SOUTH WHITEHALL 1ST DISTRICT",NA,"election_day","GREENAWALDS FIRE CO","2500 FOCHT AVE, ALLENTOWN, PA 18104","190101","ORR","2020-11-02",NA,"RELIGIOUS"
"5103","2020-11-03","PA","LEHIGH","LEHIGH","county","190102-1","SOUTH WHITEHALL 2ND DISTRICT",NA,"election_day","FIRST BAPTIST CHURCH (19TH & BROWN STS)","1808 N 19TH ST, ALLENTOWN, PA 18104","190102","ORR","2020-11-02",NA,"GOV BLDG"
"5104","2020-11-03","PA","LEHIGH","LEHIGH","county","190103-1","SOUTH WHITEHALL 3RD DISTRICT",NA,"election_day","CETRONIA FIRE CO (SOCIAL HALL)","18 S SCENIC ST, ALLENTOWN, PA 18104","190103","ORR","2020-11-02",NA,"FIRE DEPT"
"5105","2020-11-03","PA","LEHIGH","LEHIGH","county","190104-1","SOUTH WHITEHALL 4TH DISTRICT",NA,"election_day","CEDAR CREST COLLEGE -  ALUMNAE HALL","100 COLLEGE DR, ALLENTOWN, PA 18104","190104","ORR","2020-11-02",NA,"GOV BLDG"
"5106","2020-11-03","PA","LEHIGH","LEHIGH","county","190105-1","SOUTH WHITEHALL 5TH DISTRICT",NA,"election_day","CALVARY BAPTIST CHURCH","4601 TILGHMAN ST, ALLENTOWN, PA 18104","190105","ORR","2020-11-02",NA,"GOV BLDG"
"5107","2020-11-03","PA","LEHIGH","LEHIGH","county","190106-1","SOUTH WHITEHALL 6TH DISTRICT",NA,"election_day","CALVARY TEMPLE CHURCH","3436 WINCHESTER RD, ALLENTOWN, PA 18104","190106","ORR","2020-11-02",NA,"OTHER"
"5108","2020-11-03","PA","LEHIGH","LEHIGH","county","190107-1","SOUTH WHITEHALL 7TH DISTRICT",NA,"election_day","CALVARY TEMPLE CHURCH","3436 WINDCHESTER RD, ALLENTOWN, PA 18104","190107","ORR","2020-11-02",NA,"RELIGIOUS"
"5109","2020-11-03","PA","LEHIGH","LEHIGH","county","190108-1","SOUTH WHITEHALL 8TH DISTRICT",NA,"election_day","JORDAN UNITED CHURCH OF CHRIST","1837 CHURCH RD, ALLENTOWN, PA 18104","190108","ORR","2020-11-02",NA,"RELIGIOUS"
"5110","2020-11-03","PA","LEHIGH","LEHIGH","county","200101-1","UPPER MACUNGIE 1ST DISTRICT",NA,"election_day","TRINITY WESLEYAN CHURCH","6735 CETRONIA RD, ALLENTOWN, PA 18106","200101","ORR","2020-11-02",NA,"RELIGIOUS"
"5111","2020-11-03","PA","LEHIGH","LEHIGH","county","200102-1","UPPER MACUNGIE 2ND DISTRICT",NA,"election_day","ATAS INTERNATIONAL INC","6612 SNOWDRIFT RD, ALLENTOWN, PA 18106","200102","ORR","2020-11-02",NA,"GOV BLDG"
"5112","2020-11-03","PA","LEHIGH","LEHIGH","county","200103-1","UPPER MACUNGIE 3RD DISTRICT",NA,"election_day","FOGELSVILLE FIRE CO","7850 LIME ST, FOGELSVILLE, PA 18051","200103","ORR","2020-11-02",NA,"GOV BLDG"
"5113","2020-11-03","PA","LEHIGH","LEHIGH","county","200104-1","UPPER MACUNGIE 4TH DISTRICT",NA,"election_day","CLUBHOUSE AT COLDWATER CROSSING","8466 MASON CT, BREINIGSVILLE, PA 18031","200104","ORR","2020-11-02",NA,"RELIGIOUS"
"5114","2020-11-03","PA","LEHIGH","LEHIGH","county","200105-1","UPPER MACUNGIE 5TH DISTRICT",NA,"election_day","TRINITY WESLEYAN CHURCH","6735 CETRONIA RD, ALLENTOWN, PA 18106","200105","ORR","2020-11-02",NA,"OTHER"
"5115","2020-11-03","PA","LEHIGH","LEHIGH","county","200106-1","UPPER MACUNGIE 6TH DISTRICT",NA,"election_day","ST PAUL'S LUTHERAN CHURCH","8227 HAMILTON BLVD, BREINIGSVILLE, PA 18031","200106","ORR","2020-11-02",NA,"RELIGIOUS"
"5116","2020-11-03","PA","LEHIGH","LEHIGH","county","200107-1","UPPER MACUNGIE 7TH DISTRICT",NA,"election_day","STONY RUN WINERY - INDEPENDENT PARK","150 INDEPENDENT RD, BREINIGSVILLE, PA 18031","200107","ORR","2020-11-02",NA,"RELIGIOUS"
"5117","2020-11-03","PA","LEHIGH","LEHIGH","county","200108-1","UPPER MACUNGIE 8TH DISTRICT",NA,"election_day","STONY RUN WINERY - INDEPENDENT PARK","150 INDEPENDENT RD, BREINIGSVILLE, PA 18031","200108","ORR","2020-11-02",NA,"PUB CENTER"
"5118","2020-11-03","PA","LEHIGH","LEHIGH","county","210101-1","UPPER MILFORD EASTERN DISTRICT",NA,"election_day","LUTHERAN CHURCH OF THE HOLY SPIRIT","3461 CEDAR CREST BLVD, EMMAUS, PA 18049","210101","ORR","2020-11-02",NA,"RELIGIOUS"
"5119","2020-11-03","PA","LEHIGH","LEHIGH","county","210102-1","UPPER MILFORD WESTERN DISTRICT",NA,"election_day","ZIONS EVAN LUTHERAN CHURCH","5901 KINGS HWY S, ZIONSVILLE, PA 18092","210102","ORR","2020-11-02",NA,"GOV BLDG"
"5120","2020-11-03","PA","LEHIGH","LEHIGH","county","220101-1","UPPER SAUCON 1ST DISTRICT",NA,"election_day","UPPER SAUCON VOLUNTEER FIRE DEPT","4445 W HOPEWELL RD, CENTER VALLEY, PA 18034","220101","ORR","2020-11-02",NA,"FIRE DEPT"
"5121","2020-11-03","PA","LEHIGH","LEHIGH","county","220102-1","UPPER SAUCON 2ND DISTRICT",NA,"election_day","DESALES UNIVERSITY - BILLERA HALL","2755 STATION AVE, CENTER VALLEY, PA 18034","220102","ORR","2020-11-02",NA,"PUB CENTER"
"5122","2020-11-03","PA","LEHIGH","LEHIGH","county","220103-1","UPPER SAUCON 3RD DISTRICT",NA,"election_day","CALVARY BIBLE FELLOWSHIP CHURCH","6782 N MAIN ST, COOPERSBURG, PA 18036","220103","ORR","2020-11-02",NA,"GOV BLDG"
"5123","2020-11-03","PA","LEHIGH","LEHIGH","county","220104-1","UPPER SAUCON 4TH DISTRICT",NA,"election_day","UPPER SAUCON TOWNSHIP BLDG","5500 CAMP MEETING RD, CENTER VALLEY, PA 18034","220104","ORR","2020-11-02",NA,"RELIGIOUS"
"5124","2020-11-03","PA","LEHIGH","LEHIGH","county","220105-1","UPPER SAUCON 5TH DISTRICT",NA,"election_day","FAITH UNITED CHURCH OF CHRIST","5992 PA ROUTE 378, CENTER VALLEY, PA 18034","220105","ORR","2020-11-02",NA,"GOV BLDG"
"5125","2020-11-03","PA","LEHIGH","LEHIGH","county","220106-1","UPPER SAUCON 6TH DISTRICT",NA,"election_day","DESALES UNIVERSITY - BILLERA HALL","2755 STATION AVE, CENTER VALLEY, PA 18034","220106","ORR","2020-11-02",NA,"OTHER"
"5126","2020-11-03","PA","LEHIGH","LEHIGH","county","230101-1","WASHINGTON EASTERN DISTRICT",NA,"election_day","STAR HOSE CO #1","7748 PENN ST, SLATINGTON, PA 18080","230101","ORR","2020-11-02",NA,"RELIGIOUS"
"5127","2020-11-03","PA","LEHIGH","LEHIGH","county","230102-1","WASHINGTON SOUTHERN DISTRICT",NA,"election_day","FRIEDENS FIRE COMPANY","3158 FRIEDENS RD, SLATINGTON, PA 18080","230102","ORR","2020-11-02",NA,"RELIGIOUS"
"5128","2020-11-03","PA","LEHIGH","LEHIGH","county","230103-1","WASHINGTON WESTERN DISTRICT",NA,"election_day","CITIZENS FIRE CO #1","3922 MAIN ST, SLATEDALE, PA 18079","230103","ORR","2020-11-02",NA,"FIRE DEPT"
"5129","2020-11-03","PA","LEHIGH","LEHIGH","county","240101-1","WEISENBERG",NA,"election_day","HOPE COMMUNITY CHURCH","7974 CLAUSSVILLE RD, FOGELSVILLE, PA 18051","240101","ORR","2020-11-02",NA,"FIRE DEPT"
"5130","2020-11-03","PA","LEHIGH","LEHIGH","county","250101-1","WHITEHALL 1ST DISTRICT",NA,"election_day","LV CHINESE CHRISTIAN CHURCH","1419 OVERLOOK RD, WHITEHALL, PA 18052","250101","ORR","2020-11-02",NA,"RELIGIOUS"
"5131","2020-11-03","PA","LEHIGH","LEHIGH","county","250102-1","WHITEHALL 2ND DISTRICT",NA,"election_day","ST JOHN'S LUTHERAN CHURCH","835 THIRD ST, WHITEHALL, PA 18052","250102","ORR","2020-11-02",NA,"RELIGIOUS"
"5132","2020-11-03","PA","LEHIGH","LEHIGH","county","250103-1","WHITEHALL 3RD DISTRICT",NA,"election_day","FULLERTON MEM COMMUNITY CENTER","JEFFERSON ST, WHITEHALL, PA 18052","250103","ORR","2020-11-02",NA,"GOV BLDG"
"5133","2020-11-03","PA","LEHIGH","LEHIGH","county","250104-1","WHITEHALL 4TH DISTRICT",NA,"election_day","ST JOHN'S LUTHERAN CHURCH","835 THIRD ST, WHITEHALL, PA 18052","250104","ORR","2020-11-02",NA,"RELIGIOUS"
"5134","2020-11-03","PA","LEHIGH","LEHIGH","county","250105-1","WHITEHALL 5TH DISTRICT",NA,"election_day","FULLERTON MEM COMMUNITY CENTER","JEFFERSON ST, WHITEHALL, PA 18052","250105","ORR","2020-11-02",NA,"GOV BLDG"
"5135","2020-11-03","PA","LEHIGH","LEHIGH","county","250106-1","WHITEHALL 6TH DISTRICT",NA,"election_day","WEST CATASAUQUA PLAYGROUND ASSOC","PINE ST, WHITEHALL, PA 18052","250106","ORR","2020-11-02",NA,"RELIGIOUS"
"5136","2020-11-03","PA","LEHIGH","LEHIGH","county","250107-1","WHITEHALL 7TH DISTRICT",NA,"election_day","WHITEHALL RECREATION BUILDING","1975 SCHADT AVE, WHITEHALL, PA 18052","250107","ORR","2020-11-02",NA,"APT"
"5137","2020-11-03","PA","LEHIGH","LEHIGH","county","250108-1","WHITEHALL 8TH DISTRICT",NA,"election_day","1ST PRESBY CHURCH OF HOKENDAUQUA","3005 S FRONT ST, WHITEHALL, PA 18052","250108","ORR","2020-11-02",NA,"RELIGIOUS"
"5138","2020-11-03","PA","LEHIGH","LEHIGH","county","250109-1","WHITEHALL 9TH DISTRICT",NA,"election_day","WEST CATASAUQUA PLAYGROUND ASSOC","2301 PINE ST, WHITEHALL, PA 18052","250109","ORR","2020-11-02",NA,"RELIGIOUS"
"5139","2020-11-03","PA","LEHIGH","LEHIGH","county","250110-1","WHITEHALL 10TH DISTRICT",NA,"election_day","EGYPT FIRE CO","4099 KUHN LN, WHITEHALL, PA 18052","250110","ORR","2020-11-02",NA,"RELIGIOUS"
"5140","2020-11-03","PA","LEHIGH","LEHIGH","county","250111-1","WHITEHALL 11TH DISTRICT",NA,"election_day","VICTORY FAMILY CHURCH","5150 02ND ST, WHITEHALL, PA 18052","250111","ORR","2020-11-02",NA,"RELIGIOUS"
"5141","2020-11-03","PA","LEHIGH","LEHIGH","county","250112-1","WHITEHALL 12TH DISTRICT",NA,"election_day","ISLAMIC CENTER OF LEHIGH VALLEY","1988 SCHADT AVE, WHITEHALL, PA 18052","250112","ORR","2020-11-02",NA,"OTHER"
"5142","2020-11-03","PA","LUZERNE","LUZERNE","county","010100","ASHLEY BORO W 01",NA,"election_day","ASHLEY BOROUGH MUNICIPAL BUILDING","49 W CEMETERY ST, ASHLEY, PA 18706","010100","ORR","2020-11-02",NA,"RELIGIOUS"
